order_id,product_id,add_to_cart_order,reordered
39325,46906,7,1
39325,39349,8,0
39325,48183,9,1
39325,48890,10,0
39325,27509,11,0
39325,2389,12,0
39325,12481,13,0
39637,35183,1,0
39637,32360,2,0
39637,15912,3,0
39637,27104,4,0
39637,22935,5,1
39637,44359,6,0
39637,47209,7,1
39637,21616,8,1
39637,41593,9,1
49291,48628,1,1
49291,45535,2,0
49291,4210,3,0
49291,42736,4,0
49291,23836,5,0
49291,34137,6,1
49291,32740,7,1
49291,27012,8,0
54762,45007,1,0
54762,39877,2,0
54762,28986,3,0
54762,24852,4,1
54762,24964,5,0
54762,43371,6,0
54762,5025,7,0
54762,26209,8,1
54762,28842,9,1
54762,47766,10,1
60905,16759,1,0
60905,21938,2,0
60905,15025,3,0
60905,26882,4,0
62370,23288,1,1
63770,7987,1,1
63770,10962,2,1
63770,42500,3,1
63770,1,4,0
64766,43768,1,0
64766,1244,2,0
64766,34126,3,1
64766,24964,4,1
64766,13176,5,1
64766,30639,6,1
64766,21137,7,1
64766,38777,8,0
64766,8277,9,1
64766,32177,10,0
64766,16083,11,1
64766,21174,12,1
64766,43545,13,1
64766,5132,14,1
64766,10173,15,1
64766,781,16,0
64766,22328,17,0
64766,31737,18,0
64766,35696,19,0
64766,47325,20,1
67479,18534,1,0
67479,42832,2,0
67479,22935,3,0
67479,17008,4,0
67479,48779,5,0
67479,39009,6,0
67479,21903,7,0
67479,13536,8,1
67479,13639,9,0
67479,30583,10,0
67479,25947,11,0
72069,24852,1,1
72069,40310,2,1
72069,42244,3,1
72069,10749,4,1
72069,21077,5,1
72069,8424,6,1
72069,30391,7,1
72069,21137,8,1
72069,41220,9,1
72069,8518,10,1
72069,33787,11,1
72069,4957,12,1
72069,260,13,1
72069,26384,14,1
72069,17948,15,0
72069,44359,16,1
72069,41149,17,1
72069,4809,18,1
72069,30489,19,0
72069,47766,20,1
72069,35951,21,0
72069,43961,22,1
75622,42811,1,0
75622,45211,2,0
75622,12206,3,0
75622,37654,4,0
75622,31683,5,1
75622,21386,6,0
75622,33379,7,0
75622,44014,8,0
75622,10492,9,0
75622,7189,10,0
75622,34111,11,0
75622,6441,12,1
75622,47937,13,0
75622,48246,14,0
78051,28476,1,0
78051,28602,2,1
78051,5134,3,1
78051,24852,4,1
78051,5479,5,1
78051,26131,6,1
78051,35914,7,1
78051,13249,8,1
78051,3896,9,1
78051,260,10,1
78051,39781,11,1
78051,23938,12,1
78051,48007,13,0
78051,20734,14,1
78051,2611,15,1
78051,38273,16,1
78051,19468,17,0
78051,36764,18,1
78051,7781,19,1
78426,24852,1,1
78426,47344,2,0
78426,6459,3,0
78426,21137,4,0
78426,12409,5,0
78426,39216,6,1
78426,24253,7,1
83856,16490,1,1
83856,36011,2,1
83856,30850,3,1
83856,23029,4,1
83856,39216,5,1
83856,27454,6,1
83856,9339,7,1
83856,17368,8,1
83856,47223,9,1
83856,25842,10,1
83856,4410,11,1
83856,11422,12,1
83856,33796,13,1
83856,17355,14,1
90628,45603,1,1
90628,47626,2,1
90628,21903,3,1
90628,23236,4,1
90628,47862,5,1
90628,8736,6,1
90628,4920,7,1
90628,43467,8,1
90628,16797,9,1
90628,28590,10,1
92317,24852,1,1
92317,41005,2,1
92317,46393,3,1
92317,23417,4,1
92317,14126,5,1
92317,34969,6,1
92317,17794,7,1
92317,30720,8,1
92317,38656,9,1
92317,46969,10,1
92317,28071,11,1
92317,7658,12,1
92317,18105,13,1
92317,16291,14,1
96292,38139,1,1
102931,13176,1,1
102931,14766,2,1
102931,39877,3,1
102931,5922,4,1
102931,33043,5,1
102931,5337,6,1
102931,3020,7,1
102931,34525,8,1
102931,22963,9,1
102931,22270,10,1
102931,27966,11,1
102931,17454,12,1
102931,8277,13,1
102931,7213,14,0
102931,41694,15,0
107908,45440,1,1
107908,28255,2,0
107908,14951,3,0
107908,36403,4,0
107908,46239,5,1
107908,42404,6,0
107908,2469,7,0
107908,6750,8,0
113754,32052,1,1
113754,30450,2,1
113754,30252,3,1
113754,22963,4,1
113754,34949,5,1
113754,41588,6,1
113754,17789,7,1
113754,18272,8,1
113754,20842,9,1
113754,48679,10,1
113754,4605,11,1
113754,35939,12,1
113754,21938,13,1
113754,2295,14,1
113754,2846,15,1
113754,27966,16,1
113754,21288,17,1
113754,24852,18,1
113754,28985,19,1
113754,41787,20,1
113754,21137,21,1
113754,42265,22,1
113754,28199,23,1
113754,47626,24,1
113754,25931,25,1
113754,29066,26,0
113754,2979,27,1
113754,14874,28,0
113754,21616,29,1
113754,23594,30,0
122224,5015,1,1
122224,29126,2,1
122224,19677,3,1
122224,46175,4,1
122224,38374,5,0
127522,18418,1,1
127522,13249,2,1
127522,47672,3,1
127522,22750,4,0
127522,32784,5,0
127522,33776,6,0
127522,37174,7,0
127522,33495,8,0
129013,12312,1,1
129013,3098,2,1
129013,11461,3,0
129013,29382,4,0
129013,44142,5,1
129013,31717,6,0
129013,15290,7,0
129013,21938,8,0
129013,34605,9,0
129013,21936,10,0
129013,6193,11,0
129013,35509,12,0
129013,47180,13,0
129013,3265,14,0
129013,41290,15,0
129013,4261,16,0
129013,46226,17,0
129013,3601,18,0
129013,37065,19,0
129013,48988,20,0
129013,2519,21,1
129013,46817,22,0
129013,25949,23,0
129013,27395,24,0
129013,49235,25,0
129013,39160,26,1
129013,18209,27,0
129013,13802,28,0
142062,24852,1,1
142062,41220,2,0
142062,47766,3,1
142062,20822,4,1
143284,32935,1,1
143284,27966,2,1
143284,32857,3,1
143284,24221,4,1
143284,11520,5,1
143284,29130,6,1
143284,39619,7,1
143284,21137,8,0
143284,33098,9,1
143284,29623,10,0
145016,41596,1,1
145016,43352,2,1
145016,16797,3,1
145016,32303,4,0
145016,32971,5,0
145016,41973,6,0
149666,22046,1,0
151039,21072,1,1
151039,2086,2,1
151039,14296,3,1
151039,11352,4,1
151039,40233,5,1
151039,2116,6,1
151039,46804,7,1
151039,33750,8,1
174574,24311,1,1
174574,39877,2,1
174574,20574,3,1
174574,44949,4,1
174574,34217,5,1
174574,42110,6,0
174574,30727,7,1
178268,44234,1,1
178268,40565,2,1
178268,5818,3,0
178268,41259,4,1
178268,24129,5,0
178268,35042,6,1
178268,26209,7,1
178268,49450,8,1
178268,35163,9,1
178268,39615,10,0
178268,6184,11,0
178268,23601,12,0
178268,45284,13,0
178268,28931,14,0
178268,38241,15,1
178268,32177,16,1
180627,1426,1,1
180627,28054,2,1
180627,21903,3,1
188500,2809,1,1
188500,35902,2,0
188500,40199,3,0
188500,16797,4,1
188500,27966,5,1
188500,27730,6,1
188500,11520,7,1
188500,48716,8,1
188500,24852,9,1
188500,44882,10,0
188500,46027,11,1
188500,33198,12,0
188500,2298,13,0
188500,23801,14,0
192822,4210,1,1
192822,33000,2,1
192822,36957,3,0
192822,27966,4,0
192822,5450,5,0
205105,33787,1,1
205105,13176,2,1
205105,32869,3,1
205105,30233,4,1
205105,1158,5,1
205105,18523,6,1
205105,3952,7,1
205105,16759,8,1
205105,40742,9,1
205105,44632,10,1
205105,27663,11,1
205105,2063,12,1
205105,38689,13,1
205105,42265,14,1
205105,25753,15,0
208213,4812,1,0
208213,17622,2,0
208213,46807,3,0
208213,41658,4,0
208213,37478,5,0
208213,23622,6,0
208213,7751,7,0
208213,34061,8,0
208213,5491,9,0
208213,14491,10,0
208213,16384,11,0
208213,7084,12,0
208213,1387,13,0
219467,26088,1,0
219467,13259,2,1
219467,5769,3,1
219467,46802,4,1
219986,2240,1,1
219986,28439,2,1
219986,43280,3,1
219986,40056,4,1
219986,2327,5,1
219986,47185,6,1
219986,23026,7,1
219986,20828,8,1
219986,47187,9,1
219986,26300,10,1
219986,17795,11,1
219986,42534,12,1
219986,29110,13,1
219986,19068,14,0
219986,27761,15,0
219986,23757,16,0
219986,16922,17,0
219986,12703,18,0
219986,14063,19,0
219986,28721,20,0
219986,42409,21,0
219986,30233,22,0
219986,4966,23,0
219986,48936,24,0
219986,5234,25,0
219986,5734,26,1
219986,23012,27,0
219986,38028,28,0
219986,22021,29,1
219986,44156,30,1
219986,15290,31,1
219986,24184,32,0
223389,32156,1,1
223389,1747,2,1
223389,25001,3,1
223389,23909,4,1
229361,27521,1,1
229361,36167,2,1
229361,39877,3,1
229361,24852,4,1
229361,18840,5,1
229361,38277,6,1
229361,38164,7,1
229361,14462,8,1
229361,21137,9,1
229361,30391,10,1
229361,4605,11,1
229361,2450,12,1
229361,46616,13,1
241538,37158,1,1
241538,47766,2,1
241538,27845,3,1
241538,24852,4,1
241538,35078,5,1
241538,34128,6,1
241538,8277,7,1
241538,9020,8,1
241538,39134,9,1
241538,17988,10,1
241538,25824,11,1
241538,39441,12,0
242208,39527,1,1
242208,36735,2,1
242208,36746,3,1
244128,31683,1,1
244128,34586,2,1
244128,39581,3,0
244128,38409,4,0
244128,4920,5,0
244128,23909,6,1
244128,48779,7,0
251996,38739,1,1
251996,43772,2,1
251996,7781,3,1
251996,25495,4,1
251996,45007,5,1
251996,10374,6,1
251996,8460,7,1
251996,22802,8,0
251996,30506,9,1
251996,36189,10,1
251996,47357,11,1
251996,7901,12,1
251996,38817,13,0
251996,21019,14,1
251996,14858,15,0
251996,19051,16,0
251996,6550,17,0
251996,12209,18,0
251996,35341,19,0
261370,25407,1,1
261370,11001,2,1
261370,9431,3,1
261370,18212,4,1
261370,27662,5,1
261370,46572,6,1
261370,20339,7,1
261370,2962,8,1
261370,35762,9,1
261370,41565,10,1
261370,32265,11,1
261370,23693,12,1
261370,14168,13,1
261370,17341,14,1
261370,2537,15,1
261370,17487,16,1
261370,23029,17,1
261370,3318,18,1
261370,19488,19,1
261370,40516,20,1
261370,45478,21,1
261370,45835,22,1
261370,8678,23,1
261370,9513,24,0
265281,11826,1,1
265281,27104,2,1
265281,49416,3,1
265281,36186,4,1
265281,27224,5,1
265281,46724,6,1
265281,44987,7,1
265281,16349,8,1
265281,24852,9,1
265281,47962,10,1
265281,17341,11,1
265281,37462,12,1
265281,4889,13,1
271797,40706,1,1
271797,13805,2,1
271797,5474,3,1
271797,9689,4,1
271797,19376,5,1
271797,29298,6,0
271797,19348,7,1
271797,18070,8,1
275130,14346,1,0
275130,46742,2,1
275130,34862,3,0
280751,21174,1,1
280751,16083,2,1
280751,10499,3,1
280751,9839,4,0
280751,41950,5,0
280751,48364,6,0
280751,23178,7,1
280751,40868,8,0
280751,29418,9,0
281630,47209,1,1
281630,1244,2,1
281630,17419,3,1
281630,27966,4,1
281630,30391,5,1
281630,24489,6,1
281630,43005,7,1
281630,22281,8,1
281630,35750,9,1
281630,30881,10,1
281630,27454,11,1
281630,30776,12,1
281630,3957,13,1
281630,5258,14,1
281630,32689,15,1
281630,9047,16,1
281630,36872,17,1
281630,33290,18,0
281630,25069,19,0
281630,30607,20,0
281630,43504,21,1
303762,49235,1,1
303762,39581,2,1
303762,13424,3,0
303762,10258,4,1
303762,13914,5,1
303762,15541,6,0
303762,13525,7,1
303762,35898,8,1
303762,32403,9,1
303762,35894,10,0
307237,41716,1,1
307237,42585,2,1
307237,40396,3,0
307237,40961,4,0
307237,27817,5,0
307237,8518,6,1
307237,24964,7,1
307237,7485,8,0
309741,26683,1,1
309741,13176,2,1
309741,21903,3,1
309741,47792,4,1
309741,5959,5,1
309741,34664,6,1
309741,34124,7,1
309741,20670,8,1
309741,20536,9,1
309741,23094,10,1
309741,39275,11,1
309741,43352,12,1
309741,20345,13,1
309741,24964,14,1
309741,47209,15,0
309741,21278,16,0
309741,20255,17,0
309741,23400,18,0
309741,33401,19,0
309741,4799,20,0
318441,38164,1,1
318441,21019,2,1
318441,43961,3,1
318441,2390,4,1
318441,38656,5,1
318441,18205,6,0
318441,38548,7,0
318441,25934,8,0
318441,49026,9,0
318441,40102,10,1
318441,48370,11,1
318441,13772,12,0
318441,38374,13,0
339577,30353,1,1
339577,7693,2,1
339577,18552,3,1
339577,43631,4,1
339577,5917,5,0
339577,39464,6,0
339577,26312,7,1
339577,27124,8,1
339577,17146,9,1
339577,1958,10,0
339577,36854,11,0
339577,27891,12,0
362051,5085,1,1
362051,27277,2,1
362051,38248,3,0
362051,18487,4,0
362051,30148,5,0
362051,8128,6,0
362051,24475,7,0
362051,9372,8,0
362051,13176,9,1
362051,27325,10,1
362051,40268,11,1
362051,12341,12,1
362051,2063,13,1
362051,20383,14,0
374322,44632,1,1
382581,20876,1,1
382581,20039,2,1
382581,18465,3,1
382581,49185,4,1
382581,23088,5,1
382581,48866,6,1
382581,48335,7,1
382581,17160,8,1
382581,3843,9,1
382581,34466,10,1
382581,20536,11,0
382581,21938,12,0
382581,26579,13,0
382581,2295,14,0
382581,10749,15,0
382581,22935,16,0
382581,8006,17,1
394279,39984,1,0
394279,3952,2,0
394279,42445,3,0
394279,47626,4,0
395208,18352,1,1
395208,11980,2,1
395208,8309,3,1
395208,11448,4,1
395208,8053,5,0
395479,13914,1,1
395479,21137,2,1
395479,42447,3,1
395479,21288,4,0
398828,29447,1,1
398828,47672,2,0
398828,21463,3,0
398828,22828,4,0
398828,10709,5,0
398828,14010,6,0
398828,38452,7,0
398828,35918,8,0
398828,27267,9,0
398828,23263,10,0
398828,5262,11,0
405264,3957,1,1
405264,34270,2,1
405264,9623,3,1
405264,8174,4,1
405264,5212,5,1
405264,30489,6,1
405264,46802,7,1
405264,21137,8,1
405264,43768,9,1
405264,28476,10,1
405264,45066,11,1
405264,17794,12,0
405264,18048,13,1
405264,5161,14,0
411854,23734,1,1
411854,34358,2,0
415087,130,1,0
415087,13176,2,1
415087,38928,3,1
416736,13948,1,1
416736,36534,2,1
417305,44042,1,1
417305,16185,2,1
417305,21243,3,1
417305,32478,4,1
417305,16965,5,1
417305,27360,6,1
417305,46981,7,1
417305,42577,8,1
417305,44156,9,1
417305,37229,10,1
417305,13255,11,1
417305,34063,12,1
417305,10084,13,1
417305,48144,14,1
417305,39465,15,0
417305,8193,16,0
417305,13536,17,1
417305,45290,18,1
417305,32854,19,0
417305,41582,20,0
417305,4565,21,1
417305,14505,22,0
428232,35921,1,1
428232,13176,2,1
428232,21137,3,1
428232,38383,4,1
428232,21344,5,0
428232,27966,6,1
437145,10895,1,1
437145,11087,2,1
437145,11250,3,1
437145,48230,4,1
437954,11520,1,1
437954,47766,2,1
437954,49235,3,1
437954,24852,4,1
437954,21137,5,1
437954,9550,6,1
437954,43210,7,1
437954,34091,8,0
437954,17484,9,1
437954,25072,10,1
437954,22888,11,1
437954,5618,12,1
440384,13176,1,1
440384,15290,2,0
440384,2295,3,0
440384,12341,4,0
440384,21903,5,1
440384,28985,6,1
440384,8467,7,0
440384,8239,8,0
440384,8518,9,1
440384,22935,10,0
440384,48364,11,0
440384,27104,12,0
440384,24964,13,0
440384,8277,14,1
440384,41787,15,0
440384,19057,16,0
440384,44628,17,1
440384,2091,18,1
440384,3869,19,1
440384,45535,20,0
445784,46175,1,1
445784,45681,2,0
445784,26634,3,0
445784,32580,4,0
445784,1039,5,0
445784,10725,6,0
445784,35649,7,0
445900,3308,1,1
445900,27663,2,1
445900,13176,3,1
445900,39928,4,0
445900,44632,5,1
445900,44980,6,0
445900,12312,7,0
445900,18091,8,0
451330,28547,1,1
451330,43647,2,1
451330,13889,3,1
451330,45856,4,1
451330,18656,5,1
451330,43961,6,1
455775,42475,1,1
461187,2110,1,1
461187,12431,2,1
461187,40199,3,1
461187,42633,4,1
461187,35142,5,1
461187,28767,6,1
461187,23081,7,0
461193,2855,1,1
461193,6348,2,1
461193,13380,3,1
461193,25623,4,1
461193,42265,5,1
461193,35522,6,0
461193,19019,7,0
461193,41198,8,0
461193,3255,9,1
461193,4656,10,1
461193,8277,11,0
461193,18352,12,0
461193,39747,13,0
461193,17828,14,0
461193,9339,15,0
461914,1503,1,1
461914,36011,2,1
461914,30024,3,1
461914,27900,4,1
461914,35769,5,0
461914,23765,6,1
461914,39427,7,0
461914,29487,8,1
461914,14491,9,0
461914,8912,10,0
461914,32018,11,0
461914,36070,12,0
461914,34217,13,1
475324,3957,1,1
475324,36484,2,1
475324,12324,3,1
475324,6284,4,1
475324,27377,5,1
475324,3398,6,1
475324,8274,7,1
475324,23148,8,1
475324,7328,9,1
475324,1160,10,1
475324,34778,11,0
482516,49111,1,0
482516,6740,2,1
482516,13629,3,0
482516,18479,4,0
482516,29898,5,0
484245,44632,1,1
484245,26620,2,1
484245,2086,3,1
484245,5212,4,1
484245,23,5,1
484245,49371,6,0
484245,41510,7,0
484245,36735,8,0
484245,13512,9,0
488785,46990,1,1
488785,22935,2,1
488785,41213,3,1
488785,44359,4,1
488785,25466,5,1
488785,23288,6,1
488785,13176,7,1
488785,25808,8,1
488785,24964,9,1
497783,10441,1,1
509989,1244,1,1
509989,38777,2,1
509989,19678,3,1
509989,43768,4,1
509989,30233,5,1
509989,22035,6,1
515014,44359,1,1
515014,42736,2,0
515014,28278,3,0
515014,31343,4,1
515014,47209,5,0
515014,19057,6,0
515014,22935,7,1
515014,10749,8,1
515014,17721,9,1
519514,36591,1,0
519514,7644,2,1
519514,18441,3,0
519514,18118,4,0
519514,27199,5,0
519514,34329,6,0
524863,5785,1,1
524863,14398,2,1
524863,605,3,1
524863,23233,4,1
524863,42828,5,1
524863,43504,6,1
524863,26790,7,1
524863,30233,8,1
524863,13807,9,1
524863,22035,10,1
524863,12564,11,1
524863,47884,12,1
524863,33731,13,1
525192,12053,1,0
525192,47272,2,1
525192,37999,3,1
525192,13198,4,1
525192,43967,5,1
525192,40852,6,1
525192,17638,7,1
525192,29894,8,1
525192,45066,9,1
530341,34448,1,0
530341,47156,2,0
530341,21910,3,1
530341,13176,4,1
530341,40545,5,0
530341,2611,6,0
531078,10255,1,1
531078,36316,2,1
531078,47144,3,0
531078,3868,4,1
531078,28450,5,0
531078,34565,6,0
531078,43263,7,0
531078,18805,8,0
531345,31371,1,1
531345,43304,2,1
531345,32578,3,0
531345,27966,4,1
531345,39275,5,1
531345,2228,6,1
531345,26298,7,0
531345,20995,8,1
531345,3142,9,0
531345,8672,10,0
531345,11352,11,0
537105,9047,1,0
537105,34688,2,1
537105,19513,3,0
537105,38274,4,1
537105,27695,5,1
539212,26115,1,1
539212,22802,2,1
540284,13870,1,0
540284,40691,2,1
540284,20339,3,1
540284,14371,4,0
540284,46681,5,1
540284,35688,6,1
547273,21417,1,1
547273,9060,2,0
547273,8859,3,0
547273,45007,4,1
547273,34339,5,0
547273,25842,6,0
547273,17331,7,0
553676,45007,1,1
553676,30391,2,0
553676,47209,3,0
553676,39411,4,0
553676,43789,5,0
553676,29487,6,0
553676,32959,7,0
553676,3855,8,0
553676,41716,9,0
553676,14633,10,0
553676,21903,11,1
556139,29225,1,0
556139,4243,2,0
556139,35943,3,1
556139,26373,4,1
556139,27744,5,1
556139,9076,6,1
556139,9018,7,1
556139,30638,8,1
556180,39236,1,1
556180,47900,2,1
556180,30391,3,1
556180,47766,4,1
556180,15205,5,1
556180,30881,6,1
556180,14651,7,1
556180,23147,8,1
556180,23854,9,1
556180,43122,10,1
556180,34466,11,1
563865,23859,1,0
563865,26497,2,1
563865,31525,3,0
563865,28328,4,0
565931,7419,1,0
565931,44142,2,1
565931,28441,3,1
565931,48199,4,1
565931,24535,5,0
565931,46595,6,0
565931,24852,7,0
565931,14183,8,0
565931,18272,9,0
568023,34593,1,0
568023,33754,2,1
568023,40571,3,1
568023,4957,4,1
568023,33787,5,1
568023,14917,6,1
568023,42265,7,1
568023,6740,8,1
568023,36216,9,1
568023,9138,10,1
592291,10807,1,0
592291,21137,2,0
592291,40604,3,0
592291,15937,4,0
592291,25890,5,0
592291,24852,6,0
592291,44632,7,1
592557,16798,1,1
592557,38553,2,1
592557,34635,3,1
592557,18814,4,1
592557,17872,5,1
592557,432,6,1
592557,33000,7,1
592557,22015,8,1
592557,6265,9,1
592557,28459,10,1
592557,41787,11,1
592557,21903,12,1
592557,13176,13,1
592557,28204,14,1
592557,16249,15,1
592557,24184,16,1
592557,19915,17,1
592557,2712,18,1
592557,12569,19,1
592557,6073,20,1
592557,7559,21,1
592557,46982,22,1
592557,17518,23,1
592557,5475,24,1
607923,44632,1,1
607923,48857,2,1
607923,40174,3,1
607923,47766,4,1
607923,29370,5,1
607923,28199,6,1
607923,41540,7,1
607923,5818,8,1
607923,38625,9,1
607923,1376,10,0
607923,13431,11,0
613340,16349,1,0
613340,45007,2,1
613340,5876,3,1
613340,5825,4,0
613340,43789,5,1
613340,16249,6,1
613340,22935,7,1
613340,35510,8,0
613340,9092,9,0
613340,890,10,0
613340,49383,11,1
613340,10565,12,0
613340,27966,13,1
613340,2228,14,1
613340,13176,15,1
613340,31915,16,1
613340,8174,17,1
631808,49235,1,1
631808,32465,2,1
631808,47766,3,1
632715,20940,1,1
632715,196,2,1
632715,21386,3,1
637547,5876,1,1
637547,47209,2,1
637547,17835,3,1
637547,1463,4,1
637547,8467,5,1
637547,34668,6,1
637547,30169,7,1
637547,9515,8,1
637547,33754,9,1
637547,42536,10,1
637547,27750,11,1
637547,651,12,1
637547,11005,13,0
637547,5449,14,1
637547,27156,15,1
637547,5134,16,1
637547,19816,17,1
637547,9364,18,0
637547,20520,19,0
637547,5337,20,0
637547,21903,21,0
637547,49235,22,1
637547,45535,23,1
637547,16759,24,1
637547,37637,25,0
637547,7500,26,0
637547,22559,27,1
637547,48628,28,1
637547,29987,29,1
637547,22035,30,1
637547,17949,31,0
637547,21938,32,1
637547,41570,33,0
637547,24852,34,0
637980,40063,1,1
637980,24236,2,1
637980,5785,3,1
637980,7753,4,1
637980,31487,5,1
637980,37792,6,1
637980,13740,7,1
637980,3269,8,1
637980,36097,9,1
637980,1301,10,1
637980,21513,11,1
637980,39276,12,1
637980,812,13,1
637980,25767,14,1
638714,10032,1,0
638714,43772,2,0
638714,36106,3,0
638714,35752,4,0
638714,4374,5,0
638714,22275,6,0
638714,25952,7,0
659655,45004,1,0
669729,24852,1,1
670090,15222,1,0
670090,181,2,0
670090,1849,3,1
670090,31717,4,1
670090,22015,5,0
670090,48144,6,0
670090,26283,7,0
670090,21137,8,0
670090,40815,9,1
670090,14168,10,0
670090,22952,11,0
672357,42265,1,0
672357,12341,2,1
672357,46802,3,0
672357,4149,4,0
672357,20448,5,0
672357,10326,6,0
672357,24135,7,0
673776,11361,1,1
673776,8153,2,1
673776,6383,3,1
673776,9076,4,1
673776,36695,5,1
673776,21137,6,0
673776,2513,7,1
673776,5025,8,1
673776,1541,9,1
673776,34969,10,1
673776,18598,11,1
673776,36486,12,1
673776,43704,13,1
673776,32689,14,1
673776,39009,15,1
673776,48015,16,1
673776,31506,17,0
676206,28413,1,1
676206,3298,2,1
676206,30827,3,1
676206,10326,4,1
676206,21292,5,1
676206,19691,6,1
676206,16797,7,1
683205,21903,1,1
683205,20955,2,1
683205,39275,3,1
683205,3798,4,1
683205,26604,5,0
683205,47376,6,0
683623,8467,1,1
683623,13176,2,1
683623,22035,3,1
683623,21137,4,1
683623,42265,5,1
683623,47884,6,0
683623,18340,7,0
683623,14678,8,1
683623,7054,9,1
683623,46820,10,1
683623,23622,11,0
683623,47209,12,1
683623,27086,13,1
683623,39024,14,0
683623,30489,15,1
688931,38928,1,1
688931,38440,2,0
692135,196,1,0
692135,29529,2,1
692135,12916,3,0
698604,27845,1,1
698604,24852,2,0
698604,38273,3,1
698604,7054,4,1
698604,27086,5,0
700471,11712,1,1
700471,5456,2,1
707985,16759,1,0
707985,22935,2,0
707985,11136,3,0
707985,28985,4,1
707985,15290,5,0
707985,39812,6,0
707985,44626,7,0
707985,8174,8,0
707985,26209,9,0
707985,15200,10,0
707985,5652,11,0
707985,28008,12,0
707985,24852,13,1
707985,581,14,0
707985,18465,15,0
707985,5250,16,0
707985,22227,17,0
707985,11688,18,0
707985,47144,19,0
709201,39928,1,0
709201,24810,2,1
709201,43713,3,1
709201,21137,4,1
709201,28745,5,1
709201,10385,6,1
709201,44765,7,1
709201,30489,8,1
709201,21709,9,1
709201,19677,10,1
709201,35946,11,1
709201,17794,12,1
709201,37876,13,1
709201,22035,14,1
709201,13176,15,1
718132,48291,1,1
718132,24236,2,0
718132,35140,3,0
718132,846,4,0
739987,3918,1,1
739987,35004,2,1
739987,3397,3,1
739987,30658,4,1
739987,8174,5,1
739987,36867,6,1
739987,8955,7,1
739987,9472,8,0
739987,21903,9,1
739987,35921,10,1
739987,46979,11,1
739987,47766,12,1
739987,49383,13,1
739987,39877,14,0
739987,17794,15,1
739987,17461,16,1
739987,21910,17,1
